"fips_state_code","fips_county_code","name","state_abbrev","population","housing_units","land_area","water_area","latitude","longitude"
"31","39","Cuming County","NE","10117","4132","1481581","6577","41916354","-9678837"
"31","41","Custer County","NE","12270","5728","6671414","977","41393949","-9972668"
"31","43","Dakota County","NE","16742","6486","683667","8918","42386954","-9656318"
"31","45","Dawes County","NE","9021","3909","3616369","11959","42708785","-10313576"
"31","47","Dawson County","NE","19940","9021","2623515","16574","40865893","-9981452"
"31","49","Deuel County","NE","2237","1075","1139440","2320","41112913","-10233203"
"31","51","Dixon County","NE","6143","2613","1233915","16405","42499308","-9686850"
"31","53","Dodge County","NE","34500","14601","1384302","24600","41576222","-9664520"
"31","55","Douglas County","NE","416444","172335","857386","22302","41299500","-9614737"
"31","57","Dundy County","NE","2582","1326","2382552","2420","40181944","-10168977"
"31","59","Fillmore County","NE","7103","3102","1493130","410","40524934","-9759639"
"31","61","Franklin County","NE","3938","1950","1491692","488","40183163","-9894749"
"31","63","Frontier County","NE","3101","1565","2524203","14275","40526950","-10038809"
"31","65","Furnas County","NE","5553","2905","1859908","6277","40173412","-9991474"
"31","67","Gage County","NE","22794","9735","2215327","12057","40265089","-9669347"
"31","69","Garden County","NE","2460","1343","4414785","68891","41622037","-10234351"
"31","71","Garfield County","NE","2141","1021","1476440","3391","41894206","-9898241"
"31","73","Gosper County","NE","1928","1212","1186737","11836","40503632","-9982318"
"31","75","Grant County","NE","769","425","2010540","18134","41917324","-10174319"
"31","77","Greeley County","NE","3006","1284","1475975","2248","41562536","-9851541"
"31","79","Hall County","NE","48925","19528","1415271","15064","40865863","-9850241"
"31","81","Hamilton County","NE","8862","3589","1408135","7983","40876629","-9802102"
"31","83","Harlan County","NE","3810","2409","1431662","55513","40173713","-9939884"
"31","85","Hayes County","NE","1222","583","1847054","570","40527028","-10105956"
"31","87","Hitchcock County","NE","3750","1873","1839106","22128","40176232","-10104042"
"31","89","Holt County","NE","12599","5472","6249184","12911","42460207","-9878440"
"31","91","Hooker County","NE","793","433","1867898","884","41888368","-10114125"
"31","93","Howard County","NE","6055","2598","1474999","16251","41219061","-9851775"
"31","95","Jefferson County","NE","8759","4082","1484202","6424","40168316","-9714568"
"31","97","Johnson County","NE","4673","2153","974294","1721","40396310","-9626608"
"31","99","Kearney County","NE","6629","2756","1336581","260","40506230","-9894623"
"31","101","Keith County","NE","8584","4938","2748863","125650","41197112","-10166246"
"31","103","Keya Paha County","NE","1029","584","2002911","2291","42877726","-9971907"
"31","105","Kimball County","NE","4108","1967","2465148","1510","41199445","-10371082"
"31","107","Knox County","NE","9534","4799","2870259","81688","42634373","-9788066"
"31","109","Lancaster County","NE","213641","86734","2172717","20304","40784048","-9668856"
"31","111","Lincoln County","NE","32508","14210","6641193","28757","41051988","-10074523"
"31","113","Logan County","NE","878","387","1478148","1205","41555666","-10047601"
"31","115","Loup County","NE","683","399","1475648","3387","41933135","-9944723"
"31","117","McPherson County","NE","546","257","2224862","2681","41569659","-10105960"
"31","119","Madison County","NE","32655","13069","1483088","6393","41921863","-9759950"
"31","121","Merrick County","NE","8042","3533","1255239","25220","41169317","-9803012"
"31","123","Morrill County","NE","5423","2530","3687802","15703","41694377","-10301283"
"31","125","Nance County","NE","4275","1807","1143095","17428","41394246","-9799426"
"31","127","Nemaha County","NE","7980","3432","1060138","6702","40386734","-9584715"
"31","129","Nuckolls County","NE","5786","2699","1490143","1708","40176562","-9804637"
"31","131","Otoe County","NE","14252","6137","1595066","8449","40652199","-9613576"
"31","133","Pawnee County","NE","3317","1674","1118142","3243","40130088","-9623962"
"31","135","Perkins County","NE","3367","1537","2287412","3012","40841741","-10165606"
"31","137","Phelps County","NE","9715","4084","1398579","1630","40508945","-9940949"
"31","139","Pierce County","NE","7827","3177","1486572","3486","42271341","-9761061"
"31","141","Platte County","NE","29820","11716","1756204","28643","41568353","-9752538"
"31","143","Polk County","NE","5675","2742","1137320","5219","41188157","-9757050"
"31","145","Red Willow County","NE","11705","5279","1856172","3700","40176191","-10047900"
"31","147","Richardson County","NE","9937","4704","1433503","6489","40123823","-9571829"
"31","149","Rock County","NE","2019","1001","2612047","8795","42418278","-9945363"
"31","151","Saline County","NE","12715","5299","1490180","1870","40531349","-9714231"
"31","153","Sarpy County","NE","102583","35994","623339","17149","41114000","-9611008"
"31","155","Saunders County","NE","18285","7594","1953021","12557","41225722","-9663375"
"31","157","Scotts Bluff County","NE","36025","15514","1914913","16113","41850278","-10370871"
"31","159","Seward County","NE","15450","5908","1488682","2489","40872125","-9714038"
"31","161","Sheridan County","NE","6750","3211","6322651","74953","42497280","-10243445"
"31","163","Sherman County","NE","3718","1874","1465615","14977","41222173","-9897305"
"31","165","Sioux County","NE","1549","869","5352749","1885","42480782","-10377126"
"31","167","Stanton County","NE","6244","2355","1113317","3189","41922034","-9719040"
"31","169","Thayer County","NE","6635","3017","1488162","2016","40176274","-9759432"
"31","171","Thomas County","NE","851","404","1846410","2044","41918002","-10058246"
"31","173","Thurston County","NE","6936","2548","1020035","6317","42157066","-9655040"
"31","175","Valley County","NE","5169","2469","1471470","6232","41570138","-9897742"
"31","177","Washington County","NE","16607","6378","1011350","8578","41527246","-9622308"
"31","179","Wayne County","NE","9364","3517","1148584","121","42213805","-9712476"
"31","181","Webster County","NE","4279","2048","1489010","334","40178054","-9849784"
"31","183","Wheeler County","NE","948","561","1489765","1060","41917999","-9852529"
"31","185","York County","NE","14428","5861","1491025","929","40872110","-9759675"
"33","1","Belknap County","NH","49216","30306","1039415","174240","43518880","-7142496"
"33","3","Carroll County","NH","35410","32146","2418835","151278","43869599","-7121055"
"33","5","Cheshire County","NH","70121","30350","1832353","56306","42920538","-7225325"
"33","7","Coos County","NH","34828","18712","4663680","80468","44687083","-7130172"
"33","9","Grafton County","NH","74929","42206","4437972","95295","43933000","-7184344"
"33","11","Hillsborough County","NH","336073","135622","2270092","40916","42924250","-7171687"
"33","13","Merrimack County","NH","120005","50870","2420413","57081","43299713","-7168107"
"33","15","Rockingham County","NH","245845","101773","1800654","255902","42986123","-7108697"
"33","17","Strafford County","NH","104233","42387","955268","39156","43292700","-7103284"
"33","19","Sullivan County","NH","38592","19532","1391992","37629","43361077","-7222459"
"34","1","Atlantic County","NJ","224327","106877","1453393","285726","39465326","-7463661"
"34","3","Bergen County","NJ","825380","324817","606587","32673","40958707","-7407436"
"34","5","Burlington County","NJ","395066","143236","2084350","38101","39875728","-7466923"
"34","7","Camden County","NJ","502824","190145","575840","13610","39800850","-7495974"
"34","9","Cape May County","NJ","95089","85537","661007","945551","39077466","-7485860"
"34","11","Cumberland County","NJ","138053","50294","1267332","484978","39329755","-7513299"
"34","13","Essex County","NJ","778206","298710","327097","8553","40787300","-7424631"
"34","15","Gloucester County","NJ","230082","82459","841398","31427","39714874","-7514007"
"34","17","Hudson County","NJ","553099","229682","120834","40427","40732350","-7407539"
"34","19","Hunterdon County","NJ","107776","39987","1113945","20087","40570352","-7491710"
"34","21","Mercer County","NJ","325824","123666","585230","7552","40281920","-7469920"
"34","23","Middlesex County","NJ","671780","250174","804532","31119","40438650","-7440923"
"34","25","Monmouth County","NJ","553124","218408","1222127","501102","40287807","-7415435"
"34","27","Morris County","NJ","421353","155745","1214908","31825","40865200","-7454687"
"34","29","Ocean County","NJ","433203","219863","1648140","724049","39872246","-7425049"
"34","31","Passaic County","NJ","453060","162512","479287","31123","41031900","-7429970"
"34","33","Salem County","NJ","65294","25349","875024","89861","39579547","-7536170"
"34","35","Somerset County","NJ","240279","92653","789240","892","40563900","-7461479"
"34","37","Sussex County","NJ","130943","51574","1350012","38115","41141843","-7469079"
"34","39","Union County","NJ","493819","187033","267515","5631","40659733","-7430802"
"34","41","Warren County","NJ","91607","36589","926997","12595","40855295","-7499362"
"35","1","Bernalillo County","NM","480577","201235","3020361","6759","35052967","-10667023"
"35","3","Catron County","NM","2563","1552","17944214","3166","33923860","-10841654"
"35","5","Chaves County","NM","57849","23386","15724905","10903","33363485","-10446871"
"35","6","Cibola County","NM","23794","9692","11757475","6492","34920479","-10798895"
"35","7","Colfax County","NM","12925","8265","9730381","29480","36606105","-10463817"
"35","9","Curry County","NM","42207","16906","3641698","4451","34572141","-10334598"
"35","11","DeBaca County","NM","2252","1329","6021903","23217","34335626","-10441567"
"35","13","Dona Ana County","NM","135510","49148","9861268","19266","32345226","-10683238"
"35","15","Eddy County","NM","48605","20134","10832019","40282","32466262","-10429840"
"35","17","Grant County","NM","27676","11349","10272381","4200","32729422","-10837931"
"35","19","Guadalupe County","NM","4156","2149","7849277","3114","34862267","-10478456"
"35","21","Harding County","NM","987","614","5505033","1578","35858004","-10381698"
"35","23","Hidalgo County","NM","5958","2413","8924932","723","31916452","-10871179"
"35","25","Lea County","NM","55765","23333","11378559","2752","32795765","-10341509"
"35","27","Lincoln County","NM","12219","12622","12513445","505","33740041","-10545560"
"35","28","Los Alamos County","NM","18115","7565","283229","0","35865097","-10630852"
"35","29","Luna County","NM","18110","7766","7680151","487","32180790","-10774865"
"35","31","McKinley County","NM","60686","20933","14113242","16820","35582671","-10825992"
"35","33","Mora County","NM","4264","2486","5001853","6163","36018034","-10493978"
"35","35","Otero County","NM","51928","23177","17163769","2343","32622624","-10572612"
"35","37","Quay County","NM","10823","5576","7446538","17801","35106344","-10355158"
"35","39","Rio Arriba County","NM","34365","14357","15172367","99646","36509143","-10669708"
"35","41","Roosevelt County","NM","16702","6902","6342147","16513","34018530","-10348002"
"35","43","Sandoval County","NM","63319","23667","9608015","12932","35687899","-10684843"
"35","45","San Juan County","NM","91605","34248","14282276","62996","36512598","-10832315"
"35","47","San Miguel County","NM","25743","11066","12218082","48152","35470038","-10482747"
"35","49","Santa Fe County","NM","98928","41464","4945233","4136","35508155","-10597817"
"35","51","Sierra County","NM","9912","6457","10827548","145229","33135598","-10718584"
